Address,member,relation,gender,age,literacy,studying,degree,occupationalst,maritalst
21703577432,3,Child,Male,36,literate,No,College,employed,Single
21703577435,1,Head,Male,86,illiterate,,,IncomeWOJob,Married
21703577435,2,Spouse,Female,50,illiterate,,,Housewife,Married
21703577435,3,Child,Female,26,literate,No,Elemantry,unemployed,Single
21703577438,1,Head,Female,61,illiterate,,,IncomeWOJob,Widowed
21703577441,1,Head,Male,63,illiterate,,,employed,Married
21703577441,2,Spouse,Female,58,illiterate,,,Housewife,Married
21703577441,3,Child,Female,34,literate,No,Elemantry,unemployed,Single
21703577826,1,Head,Male,93,illiterate,,,IncomeWOJob,Married
21703577826,2,Spouse,Female,75,illiterate,,,Housewife,Married
21703577829,1,Head,Male,30,literate,No,Diploma,employed,Married
21703577829,2,Spouse,Female,30,literate,No,Secondary,Housewife,Married
21703577829,3,Child,Male,7,literate,Yes,Elemantry,,
21703577832,1,Head,Male,52,literate,No,Elemantry,employed,Married
21703577832,2,Spouse,Female,46,literate,No,Elemantry,Housewife,Married
21703577832,3,Child,Male,16,literate,Yes,HighSchool,Student,Single
21703577835,1,Head,Male,47,illiterate,,,employed,Married
21703577835,2,Spouse,Female,38,literate,No,Elemantry,Housewife,Married
21703577835,3,Child,Male,21,literate,No,Diploma,unemployed,Single
21703577835,4,Child,Male,16,literate,Yes,HighSchool,Student,Single
21703577835,5,Child,Male,6,literate,Yes,Elemantry,,
21703577838,1,Head,Male,58,illiterate,,,employed,Married
21703577838,2,Spouse,Female,50,literate,No,Elemantry,Housewife,Married
21703577838,3,Child,Female,32,literate,No,Bachelor,unemployed,Single
21703577841,1,Head,Male,45,literate,No,Secondary,employed,Married
21703577841,2,Spouse,Female,36,literate,No,Elemantry,Housewife,Married
21703577841,3,Child,Female,13,literate,Yes,Secondary,Student,Single
21703577841,4,Child,Male,9,literate,Yes,Elemantry,,
21704578226,1,Head,Male,39,literate,No,Diploma,employed,Married
21704578226,2,Spouse,Female,33,literate,No,Diploma,Housewife,Married
21704578226,3,Child,Male,9,literate,Yes,Elemantry,,
21704578226,4,Child,Female,3,,,,,
21704578229,1,Head,Male,44,literate,No,Diploma,employed,Married
21704578229,2,Spouse,Female,38,literate,No,Diploma,Housewife,Married
21704578229,3,Child,Female,18,literate,No,Diploma,Other,Single
21704578229,4,Child,Female,13,literate,Yes,Elemantry,Student,Single
21704578229,5,Child,Male,10,literate,Yes,Elemantry,Student,Single
21704578229,6,Parent,Female,74,illiterate,,,IncomeWOJob,Widowed
21704578232,1,Head,Male,50,literate,No,College,IncomeWOJob,Married
21704578232,2,Spouse,Female,45,literate,No,Diploma,Housewife,Married
21704578232,3,Child,Male,14,literate,Yes,Secondary,Student,Single
21704578235,1,Head,Male,48,literate,No,Diploma,employed,Married
21704578235,2,Spouse,Female,37,literate,No,Diploma,Housewife,Married
21704578235,3,Child,Male,5,,,,,
21704578238,1,Head,Male,44,literate,No,Secondary,employed,Married
21704578238,2,Spouse,Female,40,literate,No,Elemantry,Housewife,Married
21704578238,3,Child,Male,16,literate,Yes,HighSchool,Student,Single
21704578238,4,Child,Female,13,literate,Yes,Secondary,Student,Single
21704578238,5,Child,Female,9,literate,Yes,Elemantry,,
21704578238,6,Child,Female,3,,,,,
21704578241,1,Head,Male,78,illiterate,,,IncomeWOJob,Married
21704578241,2,Spouse,Female,65,illiterate,,,Housewife,Married
21704578626,1,Head,Male,50,literate,No,Secondary,employed,Married
21704578626,2,Spouse,Female,50,literate,No,Elemantry,employed,Married
21704578626,3,OtherRelative,Female,72,illiterate,,,IncomeWOJob,Widowed
21704578629,1,Head,Male,51,literate,No,Elemantry,employed,Married
21704578629,2,Spouse,Female,50,literate,No,Elemantry,Housewife,Married
21704578629,3,Child,Female,25,literate,No,Elemantry,Housewife,Married
21704578629,4,Child,Male,17,literate,Yes,Diploma,Student,Single
21704578632,1,Head,Male,55,literate,No,Elemantry,employed,Married
21704578632,2,Spouse,Female,51,literate,No,Elemantry,Housewife,Married
21704578632,3,Child,Male,19,literate,Yes,College,Student,Single
21704578632,4,Child,Female,16,literate,Yes,HighSchool,Student,Married
21704578635,1,Head,Male,41,literate,No,Elemantry,employed,Married
21704578635,2,Spouse,Female,34,literate,No,Elemantry,Housewife,Married
21704578635,3,Child,Female,12,literate,Yes,Secondary,Student,Single
21704578635,4,Child,Female,8,literate,Yes,Elemantry,,
21704578635,5,Child,Female,3,,,,,
21704578638,1,Head,Male,56,literate,No,Elemantry,employed,Married
21704578638,2,Spouse,Female,52,illiterate,,,Housewife,Married
21704578638,3,Child,Male,27,literate,No,Secondary,employed,Single
21704578638,4,Child,Female,18,literate,No,Secondary,Housewife,Single
21704578638,5,Child,Female,16,literate,No,Elemantry,Housewife,Single
21704578641,1,Head,Male,37,literate,No,Secondary,employed,Married
21704578641,2,Spouse,Female,34,literate,No,Elemantry,Housewife,Married
21704578641,3,Child,Male,11,literate,Yes,Elemantry,Student,Single
21704578641,4,Child,Female,8,literate,Yes,Elemantry,,
21704578641,5,Child,Male,3,,,,,
21704579026,1,Head,Male,37,literate,No,College,employed,Married
21704579026,2,Spouse,Female,38,literate,No,Bachelor,Housewife,Married
21704579026,3,Child,Male,6,literate,Yes,Elemantry,,
21704579026,4,Child,Female,2,,,,,
21704579029,1,Head,Male,39,literate,No,Elemantry,employed,Married
21704579029,2,Spouse,Female,39,literate,No,Elemantry,Housewife,Married
21704579029,3,Child,Male,11,literate,Yes,Elemantry,Student,Single
21704579029,4,Child,Male,7,literate,Yes,Elemantry,,
21704579029,5,Child,Female,4,,,,,
21704579034,1,Head,Male,57,literate,No,Elemantry,employed,Married
21704579034,2,Spouse,Female,58,illiterate,,,Housewife,Married
21704579034,3,Child,Male,29,literate,No,Bachelor,employed,Single
21704579034,4,Child,Female,27,literate,No,Diploma,Housewife,Single
21704579035,1,Head,Female,78,illiterate,,,IncomeWOJob,Widowed
21704579038,1,Head,Female,51,illiterate,,,IncomeWOJob,Widowed
21704579038,2,Child,Male,29,literate,No,Diploma,employed,Single
21704579038,3,Child,Male,26,literate,No,Secondary,unemployed,Single
21704579041,1,Head,Male,50,literate,No,Secondary,employed,Married
21704579041,2,Spouse,Female,52,illiterate,,,Housewife,Married
21704579041,3,Child,Female,20,literate,No,Diploma,Other,Single
21704579041,4,Child,Male,6,literate,Yes,Elemantry,,
21705579426,1,Head,Male,38,literate,No,Diploma,employed,Married
21705579426,2,Spouse,Female,43,literate,No,Elemantry,Housewife,Married
21705579426,3,Child,Male,17,literate,Yes,HighSchool,Student,Single
21705579426,4,Child,Male,13,literate,Yes,Secondary,Student,Single
21705579426,5,Child,Female,7,literate,Yes,Elemantry,,
21705579429,1,Head,Female,58,illiterate,,,IncomeWOJob,Widowed
21705579429,2,Child,Male,26,literate,No,Diploma,employed,Single
21705579432,1,Head,Male,55,literate,No,Elemantry,employed,Married
21705579432,2,Spouse,Female,52,literate,No,Elemantry,Housewife,Married
21705579432,3,Child,Male,27,literate,No,Diploma,employed,Single
21705579432,4,Child,Male,24,literate,No,Diploma,unemployed,Single
21705579432,5,Child,Male,20,literate,No,Diploma,unemployed,Single
21705579432,6,Child,Male,13,literate,Yes,Secondary,Student,Single
21705579435,1,Head,Male,38,literate,No,Secondary,employed,Married
21705579435,2,Spouse,Female,36,literate,No,Secondary,Housewife,Married
21705579435,3,Child,Female,9,literate,Yes,Elemantry,,
21705579435,4,Child,Female,3,,,,,
21705579438,1,Head,Female,64,illiterate,,,IncomeWOJob,Widowed
21705579441,1,Head,Male,45,illiterate,,,employed,Married
21705579441,2,Spouse,Female,42,illiterate,,,Housewife,Married
21705579441,3,Child,Male,16,literate,Yes,HighSchool,Student,Single
21705579441,4,Child,Male,9,literate,Yes,Elemantry,,
21705579826,1,Head,Male,62,illiterate,,,employed,Married
21705579826,2,Spouse,Female,52,illiterate,,,Housewife,Married
21705579826,3,Child,Male,22,literate,No,Diploma,unemployed,Single
21705579826,4,Child,Male,7,literate,Yes,Elemantry,,
21705579829,1,Head,Male,42,literate,No,Elemantry,employed,Married
21705579829,2,Spouse,Female,34,literate,No,Elemantry,Housewife,Married
21705579829,3,Child,Male,6,literate,Yes,Elemantry,,
21705579832,1,Head,Male,79,illiterate,,,IncomeWOJob,Married
21705579832,2,Spouse,Female,56,illiterate,,,Housewife,Married
21705579832,3,Child,Female,32,literate,No,Secondary,unemployed,Single
21705579832,4,Child,Male,29,literate,No,Bachelor,employed,Single
21705579835,1,Head,Male,46,literate,No,Diploma,employed,Married
21705579835,2,Spouse,Female,44,literate,No,Elemantry,Housewife,Married
21705579835,3,Child,Female,22,literate,No,Diploma,unemployed,Single
21705579835,4,Child,Male,18,literate,No,HighSchool,unemployed,Single
21705579835,5,Child,Female,15,literate,Yes,HighSchool,Student,Single
21705579838,1,Head,Male,51,literate,No,Elemantry,employed,Married
21705579838,2,Spouse,Female,47,literate,No,Elemantry,Housewife,Married
21705579838,3,Child,Male,21,literate,No,Diploma,unemployed,Single
21705579838,4,Child,Male,25,literate,No,Diploma,unemployed,Single
21705579841,1,Head,Male,32,literate,No,Secondary,employed,Married
21705579841,2,Spouse,Female,27,literate,No,Secondary,Housewife,Married
21705579841,3,Child,Female,5,,,,,
21705579841,4,Child,Female,1,,,,,
21706580226,1,Head,Female,56,literate,No,Elemantry,IncomeWOJob,Widowed
21706580226,2,OtherRelative,Female,74,illiterate,,,Housewife,Widowed
21706580226,3,Child,Male,33,literate,No,Diploma,employed,Single
21706580226,4,Child,Male,38,literate,No,Diploma,employed,Single
21706580229,1,Head,Female,62,illiterate,,,IncomeWOJob,Widowed
21706580229,2,Child,Male,42,literate,No,Diploma,employed,Single
21706580229,3,Child,Male,42,literate,No,Diploma,employed,Single
21706580229,4,Child,Male,31,literate,No,Secondary,unemployed,Single
21706580232,1,Head,Male,36,literate,No,Diploma,employed,Married
21706580232,2,Spouse,Female,38,literate,No,Secondary,Housewife,Married
21706580232,3,Child,Male,11,literate,Yes,Elemantry,Student,Single
21706580232,4,Child,Male,8,literate,Yes,Elemantry,,
21706580232,5,Child,Female,2,,,,,
21706580235,1,Head,Male,52,literate,No,Secondary,employed,Married
21706580235,2,Spouse,Female,51,literate,No,Diploma,Housewife,Married
21706580235,3,Child,Female,26,literate,No,Bachelor,unemployed,Single
21706580235,4,Child,Male,16,literate,Yes,HighSchool,Student,Single
21706580235,5,Child,Male,9,literate,Yes,Elemantry,,
21706580238,1,Head,Male,64,literate,No,Bachelor,IncomeWOJob,Married
21706580238,2,Spouse,Female,50,literate,No,Elemantry,Housewife,Married
21706580238,3,Child,Male,31,literate,No,Bachelor,unemployed,Single
21706580238,4,Child,Female,18,literate,Yes,HighSchool,Student,Single
21706580241,1,Head,Male,59,literate,No,Secondary,employed,Married
21706580241,2,Spouse,Female,49,literate,No,Elemantry,Housewife,Married
21706580241,3,Child,Female,17,literate,Yes,HighSchool,Student,Single
21706580241,4,Child,Female,8,literate,Yes,Elemantry,,
21706580626,1,Head,Male,47,literate,No,Diploma,employed,Married
21706580626,2,Spouse,Female,43,literate,No,Diploma,Housewife,Married
21706580626,3,Child,Female,15,literate,Yes,HighSchool,Student,Single
21706580629,1,Head,Male,68,literate,No,Diploma,IncomeWOJob,Married
21706580629,2,Spouse,Female,67,illiterate,,,Housewife,Married
21706580629,3,Child,Male,33,literate,No,Diploma,employed,Single
21706580629,4,Child,Female,30,literate,No,Bachelor,unemployed,Single
21706580632,1,Head,Male,39,literate,No,Diploma,employed,Married
21706580632,2,Spouse,Female,33,literate,No,Secondary,Housewife,Married
21706580632,3,Child,Male,14,literate,Yes,Secondary,Student,Single
21706580632,4,Child,Female,8,literate,Yes,Elemantry,,
21706580635,1,Head,Male,38,literate,No,Diploma,employed,Married
21706580635,2,Spouse,Female,36,literate,No,College,Housewife,Married
21706580638,1,Head,Male,61,literate,No,Bachelor,IncomeWOJob,Married
21706580638,2,Spouse,Female,58,literate,No,Elemantry,Housewife,Married
21706580641,1,Head,Male,63,literate,No,Diploma,IncomeWOJob,Married
21706580641,2,Spouse,Female,59,literate,No,Secondary,Housewife,Married
21707581026,1,Head,Female,52,illiterate,,,IncomeWOJob,Widowed
21707581026,2,Child,Female,27,literate,No,Diploma,Housewife,Single
21707581026,3,Child,Male,20,literate,No,HighSchool,employed,Single
21707581026,4,Child,Male,15,literate,Yes,HighSchool,Student,Single
21707581029,1,Head,Male,42,literate,No,Elemantry,employed,Married
21707581029,2,Spouse,Female,37,literate,No,Secondary,Housewife,Married
21707581029,3,Child,Female,15,literate,Yes,HighSchool,Student,Single
21707581029,4,Child,Male,10,literate,Yes,Elemantry,Student,Single
21707581029,5,Child,Female,4,,,,,
21707581032,1,Head,Male,41,literate,No,Diploma,employed,Married
21707581032,2,Spouse,Female,38,literate,No,Secondary,Housewife,Married
21707581032,3,Child,Male,14,literate,Yes,Secondary,Student,Single
21707581032,4,Child,Male,13,literate,Yes,Secondary,Student,Single
21707581032,5,Child,Female,16,literate,Yes,HighSchool,Student,Single
21707581032,6,Child,Male,5,,,,,
21707581035,1,Head,Male,39,literate,No,Secondary,employed,Married
21707581035,2,Spouse,Female,41,literate,No,Elemantry,Housewife,Married
21707581038,1,Head,Female,50,literate,No,Elemantry,IncomeWOJob,Single
21707581038,2,Sibling,Female,32,literate,No,Diploma,Housewife,Single
21707581041,1,Head,Female,49,illiterate,,,IncomeWOJob,Single
21707581426,1,Head,Male,33,literate,No,College,employed,Married
21707581426,2,Spouse,Female,28,literate,No,Diploma,Housewife,Married
21707581426,3,Child,Male,12,literate,Yes,Elemantry,Student,Single
21707581429,1,Head,Male,42,literate,No,Secondary,employed,Married
21707581429,2,Spouse,Female,38,literate,No,Diploma,Housewife,Married
21707581429,3,Child,Female,9,literate,Yes,Elemantry,,
21707581432,1,Head,Male,49,literate,No,Secondary,employed,Married
21707581432,2,Spouse,Female,43,literate,No,Diploma,Housewife,Married
21707581432,3,Child,Male,15,literate,Yes,Secondary,Student,Single
21707581432,4,Child,Female,12,literate,Yes,Elemantry,Student,Single
21707581432,5,Child,Female,5,,,,,
21707581435,1,Head,Female,73,illiterate,,,IncomeWOJob,Widowed
21707581438,1,Head,Female,45,literate,No,Elemantry,IncomeWOJob,Married
21707581438,2,Child,Male,24,literate,Yes,Bachelor,Student,Single
21707581441,1,Head,Male,33,literate,No,Elemantry,employed,Married
21707581441,2,Spouse,Female,32,literate,No,Elemantry,Housewife,Married
21707581441,3,Child,Female,3,,,,,
21707581441,4,Child,Male,1,,,,,
21707581441,5,Child,Male,7,literate,Yes,Elemantry,,
21708581826,1,Head,Male,70,illiterate,,,IncomeWOJob,Married
21708581826,2,Spouse,Female,61,illiterate,,,Housewife,Married
21708581829,1,Head,Male,78,literate,No,Elemantry,employed,Married
21708581829,2,Spouse,Female,62,illiterate,,,Housewife,Married
21708581829,3,Child,Male,32,literate,Yes,PhD,employed,Single
21708581829,4,Child,Male,30,literate,No,Diploma,employed,Single
21708581832,1,Head,Male,46,literate,No,Bachelor,employed,Married
21708581832,2,Spouse,Female,38,literate,No,Secondary,Housewife,Married
21708581832,3,Child,Male,20,literate,Yes,College,Student,Single
21708581832,4,Child,Female,16,literate,Yes,HighSchool,Student,Single
21708581832,5,Child,Male,7,literate,Yes,Elemantry,,
21708581836,1,Head,Male,62,literate,No,Secondary,IncomeWOJob,Married
21708581836,2,Spouse,Female,52,illiterate,,,Housewife,Married
21708581836,3,Child,Female,32,literate,No,Bachelor,unemployed,Single
21708581836,4,Child,Male,25,literate,No,Diploma,employed,Single
21708581836,5,Child,Male,23,literate,No,Diploma,employed,Single
21708581836,6,Child,Female,17,literate,Yes,Diploma,Student,Single
21708581838,1,Head,Male,64,literate,No,Elemantry,IncomeWOJob,Married
21708581838,2,Spouse,Female,57,literate,No,Elemantry,Housewife,Married
21708581838,3,Child,Female,29,literate,No,Diploma,employed,Single
21708581838,4,Child,Male,22,literate,Yes,Bachelor,Student,Single
21708581841,1,Head,Female,85,illiterate,,,IncomeWOJob,Widowed
21708581841,2,Child,Female,52,literate,No,Secondary,IncomeWOJob,Widowed
21708581841,3,Child,Male,44,literate,No,Diploma,employed,Single
21708582226,1,Head,Male,71,illiterate,,,employed,Married
21708582226,2,Spouse,Female,59,illiterate,,,employed,Married
21708582226,3,Child,Male,24,literate,No,Diploma,employed,Married
21708582229,1,Head,Male,44,literate,No,Elemantry,employed,Married
21708582229,2,Spouse,Female,38,literate,No,Elemantry,employed,Married
21708582229,3,Child,Male,16,literate,Yes,Secondary,Student,Single
21708582229,4,Child,Female,11,literate,Yes,Elemantry,Student,Single
21708582229,5,Child,Female,9,literate,Yes,Elemantry,,
21708582232,1,Head,Male,33,literate,No,HighSchool,employed,Married
21708582232,2,Spouse,Female,30,literate,No,Elemantry,Housewife,Married
21708582232,3,Child,Male,5,,,,,
21708582232,4,Child,Male,2,,,,,
21708582235,1,Head,Male,61,illiterate,,,employed,Married
21708582235,2,Spouse,Female,52,illiterate,,,Housewife,Married
21708582235,3,Child,Male,27,literate,No,Diploma,unemployed,Single
21708582235,4,Child,Female,22,illiterate,,,Housewife,Single
21708582235,5,Child,Female,17,literate,Yes,HighSchool,Student,Single
21708582235,6,Child,Female,11,literate,Yes,Elemantry,Student,Single
21708582235,7,Child,Female,7,literate,Yes,Elemantry,,
21708582238,1,Head,Male,81,illiterate,,,employed,Married
21708582238,2,Spouse,Female,64,illiterate,,,Housewife,Married
21708582238,3,Child,Male,38,literate,No,Bachelor,employed,Divorced
21708582238,4,Child,Male,28,literate,No,Bachelor,employed,Single
21708582238,5,Child,Male,24,literate,No,Diploma,employed,Single
21708582241,1,Head,Male,52,literate,No,Elemantry,employed,Married
21708582241,2,Spouse,Female,42,literate,No,Elemantry,Housewife,Married
21708582241,3,Child,Male,20,literate,No,Diploma,Other,Single
21708582241,4,Child,Female,13,literate,Yes,Secondary,Student,Single
21708582241,5,Child,Male,7,literate,Yes,Elemantry,,
21801582426,1,Head,Male,46,literate,No,Bachelor,employed,Married
21801582426,2,Spouse,Female,44,literate,No,Diploma,Housewife,Married
21801582426,3,Child,Female,13,literate,Yes,Secondary,Student,Single
21801582426,4,Child,Female,14,literate,Yes,Secondary,Student,Single
21801582426,5,Child,Male,13,literate,Yes,Secondary,Student,Single
21801582426,6,Child,Male,10,literate,Yes,Elemantry,Student,Single
21801582429,1,Head,Female,77,illiterate,,,IncomeWOJob,Widowed
21801582434,1,Head,Male,42,literate,No,Diploma,employed,Married
21801582434,2,Spouse,Female,38,literate,No,Diploma,Housewife,Married
21801582434,3,Child,Male,17,literate,Yes,HighSchool,Student,Single
21801582434,4,Child,Male,11,literate,Yes,Elemantry,Student,Single
21801582434,5,Child,Female,13,literate,Yes,Secondary,Student,Single
21801582436,1,Head,Male,35,literate,No,Diploma,employed,Married
21801582436,2,Child,Male,11,literate,Yes,Elemantry,Student,Single
21801582436,3,Child,Male,5,,,,,
21801582436,4,Spouse,Female,34,literate,No,Diploma,Housewife,Married
21801582438,1,Head,Male,37,literate,No,College,employed,Married
21801582438,2,Spouse,Female,32,literate,No,Diploma,Housewife,Married
21801582438,3,Child,Female,7,literate,Yes,Elemantry,,
21801582438,4,Child,Male,3,,,,,
21801582438,5,Child,Male,1,,,,,
21801582441,1,Head,Male,40,literate,No,Elemantry,employed,Married
21801582441,2,Spouse,Female,30,literate,No,Secondary,Housewife,Married
21801582441,3,Child,Male,5,,,,,
21801582441,4,Child,Female,10,literate,Yes,Elemantry,Student,Single
21801582825,1,Head,Male,47,literate,No,Elemantry,employed,Married
21801582825,2,Spouse,Female,42,literate,No,Elemantry,Housewife,Married
21801582825,3,Child,Male,22,literate,No,Elemantry,employed,Single
21801582825,4,Child,Male,21,literate,No,Elemantry,employed,Single
21801582825,5,Child,Male,16,literate,No,Elemantry,unemployed,Single
21801582825,6,Child,Female,13,literate,No,Elemantry,Housewife,Single
21801582825,7,Child,Male,6,illiterate,,,,
21801582825,8,Child,Male,3,,,,,
21801582828,1,Head,Male,36,literate,No,Secondary,employed,Married
21801582828,2,Spouse,Female,29,literate,No,Diploma,Housewife,Married
21801582828,3,Child,Male,6,illiterate,,,,
21801582832,1,Head,Male,51,illiterate,,,employed,Married
21801582832,2,Spouse,Female,47,illiterate,,,Housewife,Married
21801582832,3,Child,Male,23,literate,No,Elemantry,employed,Single
21801582832,4,Child,Female,21,literate,Yes,Diploma,Student,Single
21801582832,5,Child,Female,17,literate,Yes,Diploma,Student,Single
21801582832,6,Child,Female,14,literate,Yes,Secondary,Student,Single
21801582832,7,Child,Male,10,literate,Yes,Elemantry,Student,Single
21801582833,1,Head,Male,38,literate,No,Secondary,employed,Married
21801582833,2,Spouse,Female,32,literate,No,Secondary,Housewife,Married
21801582833,3,Child,Female,9,literate,Yes,Elemantry,,
21801582833,4,Child,Male,13,literate,Yes,Elemantry,Student,Single
21801582838,1,Head,Male,43,literate,No,Secondary,employed,Married
21801582838,2,Spouse,Female,42,literate,No,Diploma,Housewife,Married
21801582838,3,Child,Male,22,literate,No,Diploma,employed,Single
21801582838,4,Child,Male,10,literate,Yes,Elemantry,Student,Single
21801582841,1,Head,Female,62,illiterate,,,IncomeWOJob,Widowed
21801582841,2,Child,Male,31,literate,No,Secondary,employed,Single
21801582841,3,Child,Male,37,literate,No,Master,employed,Single
21801582841,4,Child,Male,40,literate,No,Secondary,employed,Single
21801582841,5,Child,Female,26,literate,No,Diploma,Housewife,Married
21802583227,1,Head,Female,52,illiterate,,,IncomeWOJob,Widowed
21802583227,2,Child,Male,32,literate,No,Diploma,unemployed,Single
21802583229,1,Head,Male,66,literate,No,Elemantry,IncomeWOJob,Married
21802583229,2,Spouse,Female,58,literate,No,Elemantry,Housewife,Married
21802583229,3,Child,Female,35,literate,No,Bachelor,employed,Single
21802583233,1,Head,Male,76,literate,No,Other,IncomeWOJob,Married
21802583233,2,Spouse,Female,74,illiterate,,,Housewife,Married
21802583236,1,Head,Male,35,literate,No,Diploma,employed,Married
21802583236,2,Spouse,Female,33,literate,No,Diploma,Housewife,Married
21802583241,1,Head,Male,38,literate,No,Elemantry,employed,Married
21802583241,2,Spouse,Female,35,literate,No,Elemantry,Housewife,Married
21802583241,3,Child,Female,4,,,,,
21802583241,4,Child,Female,0,,,,,
21802583626,1,Head,Male,38,literate,No,Secondary,employed,Married
21802583626,2,Spouse,Female,37,literate,No,Diploma,Housewife,Married
21802583626,3,Child,Male,7,literate,Yes,Elemantry,,
21802583626,4,Child,Female,5,,,,,
21802583629,1,Head,Male,36,literate,No,Secondary,employed,Married
21802583629,2,Spouse,Female,32,literate,No,Diploma,Housewife,Married
21802583629,3,Child,Female,10,literate,Yes,Elemantry,Student,Single
21802583629,4,Child,Male,6,literate,Yes,Elemantry,,
21802583631,1,Head,Male,38,literate,No,Diploma,employed,Married
21802583631,2,Spouse,Female,31,literate,No,Secondary,Housewife,Married
21802583631,3,Child,Female,4,,,,,
21802583631,4,Child,Female,10,literate,Yes,Elemantry,Student,Single
21802583638,1,Head,Male,42,literate,No,Secondary,employed,Married
21802583638,2,Spouse,Female,38,literate,No,Secondary,Housewife,Married
21802583638,3,Child,Female,21,literate,Yes,College,Student,Single
21802583638,4,Child,Male,15,literate,Yes,HighSchool,Student,Single
21802583641,1,Head,Male,54,literate,No,Elemantry,IncomeWOJob,Married
21802583641,2,Spouse,Female,51,literate,No,Elemantry,Housewife,Married
21802583641,3,Child,Male,18,literate,Yes,HighSchool,Student,Single
21802584025,1,Head,Male,35,literate,No,Bachelor,employed,Married
21802584025,2,Spouse,Female,30,literate,No,Bachelor,Housewife,Married
21802584025,3,Child,Male,4,,,,,
21802584025,4,Child,Female,4,,,,,
