Address,member,relation,gender,age,literacy,studying,degree,occupationalst,maritalst
10009008741,4,Child,Male,4,,,,,
10010009125,1,Head,Male,56,literate,No,Secondary,IncomeWOJob,Married
10010009125,2,Spouse,Female,55,literate,No,Secondary,Housewife,Married
10010009132,1,Head,Male,39,literate,No,Diploma,employed,Married
10010009132,2,Spouse,Female,33,literate,No,Bachelor,Housewife,Married
10010009132,3,Child,Male,1,,,,,
10010009135,1,Head,Male,36,literate,No,Secondary,employed,Married
10010009135,2,Spouse,Female,31,literate,No,Bachelor,Housewife,Married
10010009135,3,Child,Male,0,,,,,
10010009138,1,Head,Male,66,literate,No,Secondary,employed,Married
10010009138,2,Spouse,Female,65,literate,No,Elemantry,Housewife,Married
10010009138,3,Child,Male,35,literate,No,College,employed,Single
10010009141,1,Head,Male,41,literate,No,Secondary,employed,Married
10010009141,2,Spouse,Female,32,literate,No,Diploma,Housewife,Married
10010009141,3,Child,Male,4,,,,,
10010009141,4,Child,Male,0,,,,,
10011009526,1,Head,Male,57,literate,No,Elemantry,employed,Married
10011009526,2,Spouse,Female,48,literate,No,Secondary,Housewife,Married
10011009526,3,Child,Male,14,literate,Yes,Secondary,Student,Single
10011009526,4,Child,Male,8,literate,Yes,Elemantry,,
10011009530,1,Head,Male,33,literate,No,Secondary,employed,Married
10011009530,2,Spouse,Female,29,literate,No,Diploma,Housewife,Married
10011009530,3,Child,Female,6,literate,Yes,Elemantry,,
10011009532,1,Head,Female,84,illiterate,,,Housewife,Widowed
10011009535,1,Head,Male,64,literate,No,Secondary,IncomeWOJob,Married
10011009535,2,Spouse,Female,54,literate,No,Elemantry,Housewife,Married
10011009535,3,Child,Male,24,literate,No,Bachelor,employed,Married
10011009538,1,Head,Male,51,literate,No,Bachelor,IncomeWOJob,Married
10011009538,2,Spouse,Female,48,literate,No,Secondary,Housewife,Married
10011009538,3,Child,Male,22,literate,Yes,Bachelor,Student,Single
10011009538,4,Child,Male,4,,,,,
10011009541,1,Head,Male,32,literate,No,Elemantry,employed,Married
10011009541,2,Spouse,Female,29,literate,No,Bachelor,employed,Married
10011009541,3,Child,Male,4,,,,,
10011009926,1,Head,Male,45,literate,No,Diploma,employed,Married
10011009926,2,Spouse,Female,34,literate,No,Secondary,Housewife,Married
10011009926,3,Child,Male,14,literate,Yes,Secondary,Student,Single
10011009926,4,Child,Male,5,,,,,
10011009927,1,Head,Male,65,illiterate,,,Other,Married
10011009927,2,Spouse,Female,66,illiterate,,,Housewife,Married
10011009933,1,Head,Male,36,literate,No,Secondary,employed,Married
10011009933,2,Spouse,Female,36,literate,No,Secondary,Housewife,Married
10011009933,3,Child,Male,12,literate,Yes,Elemantry,Student,Single
10011009933,4,Child,Female,7,literate,Yes,Elemantry,,
10011009933,5,Child,Male,1,,,,,
10011009936,1,Head,Male,46,literate,No,Elemantry,employed,Married
10011009936,2,Spouse,Female,39,illiterate,,,Housewife,Married
10011009936,3,Child,Male,17,literate,No,Elemantry,unemployed,Single
10011009936,4,Child,Female,13,literate,Yes,Elemantry,Student,Single
10011009938,1,Head,Female,80,illiterate,,,Housewife,Widowed
10011009941,1,Head,Male,58,illiterate,,,employed,Married
10011009941,2,Spouse,Female,51,illiterate,,,Housewife,Married
10011009941,3,Child,Male,30,literate,No,Diploma,employed,Single
10012010327,1,Head,Male,80,illiterate,,,IncomeWOJob,Widowed
10012010328,1,Head,Male,28,literate,No,College,employed,Married
10012010328,2,Spouse,Female,26,literate,No,Diploma,Housewife,Married
